,track.track_id,track.track_name,track.track_name_translation_list,track.track_rating,track.commontrack_id,track.instrumental,track.explicit,track.has_lyrics,track.has_subtitles,track.has_richsync,track.num_favourite,track.album_id,track.album_name,track.artist_id,track.artist_name,track.track_share_url,track.track_edit_url,track.restricted,track.updated_time,track.primary_genres.music_genre_list
10,265238573,When We Were Young (The Logical Song),[],79,165464485,0,0,1,1,1,10,59439046,When We Were Young (The Logical Song),57665731,David Guetta feat. Kim Petras,https://www.musixmatch.com/lyrics/David-Guetta-Kim-Petras/When-We-Were-Young-The-Logical-Song?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/David-Guetta-Kim-Petras/When-We-Were-Young-The-Logical-Song/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-11-10T00:23:45Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
11,263034414,I'll Be There,[],79,164265486,0,0,1,1,0,9,58952137,I'll Be There - Single,57390395,Robin Schulz feat. Rita Ora & Tiago PZK,https://www.musixmatch.com/lyrics/Robin-Schulz-Rita-Ora-Tiago-PZK/I-ll-Be-There?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Robin-Schulz-Rita-Ora-Tiago-PZK/I-ll-Be-There/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-10-24T10:42:48Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
12,266716937,Mess It Up (Purple Disco Machine Remix),[],80,165614754,0,0,1,1,0,2,59925359,Mess It Up (Purple Disco Machine Remix) - Single,383,The Rolling Stones,https://www.musixmatch.com/lyrics/The-Rolling-Stones-Purple-Disco-Machine/Mess-It-Up-Purple-Disco-Machine-Remix?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/The-Rolling-Stones-Purple-Disco-Machine/Mess-It-Up-Purple-Disco-Machine-Remix/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-12-19T06:42:01Z,"[{'music_genre': {'music_genre_id': 21, 'music_genre_parent_id': 34, 'music_genre_name': 'Rock', 'music_genre_name_extended': 'Rock', 'music_genre_vanity': 'Rock'}}]"
13,263062707,Cynical,[],77,160580492,0,0,1,1,1,25,58961312,Cynical,56509954,twocolors feat. Safri Duo & Chris de Sarandy,https://www.musixmatch.com/lyrics/twocolors-Safri-Duo-Chris-de-Sarandy/Cynical?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/twocolors-Safri-Duo-Chris-de-Sarandy/Cynical/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-07-03T08:26:03Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
14,133470754,Oh L'Amour,[],78,76337,0,0,1,1,1,192,26681370,Hits! The Very Best Of Erasure,171,Erasure,https://www.musixmatch.com/lyrics/Erasure/Oh-L-Amour?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Erasure/Oh-L-Amour/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-09-19T02:06:00Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
15,260357378,Prada,[],98,161625303,0,1,1,1,1,7,57959046,Prada - Single,56719151,cassö feat. RAYE & D-Block Europe,https://www.musixmatch.com/lyrics/cass%C3%B6-RAYE-D-Block-Europe/Prada?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/cass%C3%B6-RAYE-D-Block-Europe/Prada/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-09-07T15:09:43Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
16,271094307,"Du, Du, Du",[],11,168704558,0,0,1,1,0,0,60756023,Alles in Balance - Leise,50056842,Beatrice Egli,https://www.musixmatch.com/lyrics/Beatrice-Egli-2/Du-Du-Du?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Beatrice-Egli-2/Du-Du-Du/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-05T10:36:12Z,"[{'music_genre': {'music_genre_id': 50000066, 'music_genre_parent_id': 34, 'music_genre_name': 'German Pop', 'music_genre_name_extended': 'German Pop', 'music_genre_vanity': 'German-Pop'}}]"
17,272502668,Dance You Outta My Head,[],97,169594160,0,1,1,1,0,0,61131937,Dance You Outta My Head - Single,28072712,Cat Janice,https://www.musixmatch.com/lyrics/Cat-Janice/Dance-You-Outta-My-Head?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Cat-Janice/Dance-You-Outta-My-Head/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-19T21:05:55Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
18,260294915,Strangers,[],98,161862770,0,0,1,1,1,92,57939715,Strangers,40089557,Kenya Grace,https://www.musixmatch.com/lyrics/Kenya-Grace/Strangers?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Kenya-Grace/Strangers/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-09-15T12:22:58Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
19,271425994,Waking Up,[],77,168838697,0,0,1,1,0,0,60792567,Waking Up,58384311,Felix Jaehn feat. Leony,https://www.musixmatch.com/lyrics/Felix-Jaehn-Leony/Waking-Up?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Felix-Jaehn-Leony/Waking-Up/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-11T23:29:12Z,[]
20,271431839,Love Hurt Repeat (feat. Mae Muller),[],17,168839883,0,0,1,1,0,0,60793155,Love Hurt Repeat (feat. Mae Muller),58384739,Alle Farben feat. Lewis Thompson & Mae Muller,https://www.musixmatch.com/lyrics/Alle-Farben-Lewis-Thompson-Mae-Muller/Love-Hurt-Repeat-Mae-Muller?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Alle-Farben-Lewis-Thompson-Mae-Muller/Love-Hurt-Repeat-Mae-Muller/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-14T01:16:11Z,[]
21,271498692,Alte Liebe rostet nie,[],9,168891353,0,0,1,1,0,0,60813505,Alte Liebe rostet nie - Single,55359141,Kerstin Ott,https://www.musixmatch.com/lyrics/Kerstin-Ott-3/Alte-Liebe-rostet-nie?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Kerstin-Ott-3/Alte-Liebe-rostet-nie/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-22T10:01:39Z,"[{'music_genre': {'music_genre_id': 50000066, 'music_genre_parent_id': 34, 'music_genre_name': 'German Pop', 'music_genre_name_extended': 'German Pop', 'music_genre_vanity': 'German-Pop'}}]"
22,272270005,"yes, and?",[],99,168941835,0,1,1,1,1,33,61119217,"yes, and? - Single",13958599,Ariana Grande,https://www.musixmatch.com/lyrics/Ariana-Grande/yes-and?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Ariana-Grande/yes-and/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-17T01:19:46Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
23,265354193,Mwaki,[],77,165238416,0,0,1,1,0,7,59449678,Mwaki - Single,57671927,Zerb feat. Sofiya Nzau,https://www.musixmatch.com/lyrics/ZERB-2/Mwaki?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/ZERB-2/Mwaki/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-12-29T05:26:52Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
24,40179830,Gute Freunde kann niemand trennen,[],50,8067012,0,0,1,1,0,0,15907104,Hits für den 12. Mann: Die größten Fußball Kult-Klassiker,185700,Franz Beckenbauer,https://www.musixmatch.com/lyrics/Franz-Beckenbauer/Gute-Freunde-kann-niemand-trennen?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Franz-Beckenbauer/Gute-Freunde-kann-niemand-trennen/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2020-11-25T16:11:46Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}, {'music_genre': {'music_genre_id': 50000066, 'music_genre_parent_id': 34, 'music_genre_name': 'German Pop', 'music_genre_name_extended': 'German Pop', 'music_genre_vanity': 'German-Pop'}}]"
25,262578120,greedy,[],99,162190718,0,1,1,1,1,146,58774294,greedy - Single,33409042,Tate McRae,https://www.musixmatch.com/lyrics/Tate-McRae/greedy?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Tate-McRae/greedy/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-07T06:20:42Z,"[{'music_genre': {'music_genre_id': 20, 'music_genre_parent_id': 34, 'music_genre_name': 'Alternative', 'music_genre_name_extended': 'Alternative', 'music_genre_vanity': 'Alternative'}}]"
26,272452285,Alors On Danse,[],13,169583653,0,1,1,1,0,0,61128418,Alors On Danse,165112,Revolverheld,https://www.musixmatch.com/lyrics/Revolverheld/Alors-On-Danse?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Revolverheld/Alors-On-Danse/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-21T22:49:44Z,[]
27,265238709,The Feeling,[],77,160201300,0,0,1,1,1,12,59439069,All Stand Together,40492899,Lost Frequencies,https://www.musixmatch.com/lyrics/Lost-Frequencies-1/The-Feeling?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Lost-Frequencies-1/The-Feeling/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-07-22T06:59:27Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
28,260316042,Paint The Town Red,[],98,161555631,0,1,1,1,1,168,57945605,Paint The Town Red - Single,27684481,Doja Cat,https://www.musixmatch.com/lyrics/Doja-Cat/Paint-The-Town-Red?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Doja-Cat/Paint-The-Town-Red/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-09-25T14:58:54Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
29,260205431,Flowers,"[{'track_name_translation': {'language': 'u0', 'translation': 'Flowers'}}]",99,157191703,0,0,1,1,1,1198,56693514,Endless Summer Vacation,224210,Miley Cyrus,https://www.musixmatch.com/lyrics/Miley-Cyrus/Flowers?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Miley-Cyrus/Flowers/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-12-01T10:04:31Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
30,73484473,Danger,[],98,40259620,0,0,1,1,1,11335,19652403,DARK&WILD,56715469,BTS,https://www.musixmatch.com/lyrics/BTS-16/danger?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/BTS-16/danger/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-08-08T15:55:18Z,"[{'music_genre': {'music_genre_id': 1686, 'music_genre_parent_id': 1614, 'music_genre_name': 'K-Pop', 'music_genre_name_extended': 'Pop / K-Pop', 'music_genre_vanity': 'Pop-K-Pop'}}]"
31,272421728,One Eyed Bastard,"[{'track_name_translation': {'language': 'u0', 'translation': 'One Eyed Bastard'}}]",96,168700897,0,1,1,1,1,2,59341129,Saviors,290,Green Day,https://www.musixmatch.com/lyrics/Green-Day/One-Eyed-Bastard?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Green-Day/One-Eyed-Bastard/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-06T14:14:12Z,"[{'music_genre': {'music_genre_id': 20, 'music_genre_parent_id': 34, 'music_genre_name': 'Alternative', 'music_genre_name_extended': 'Alternative', 'music_genre_vanity': 'Alternative'}}]"
32,254838106,Substitution,[],61,158241636,0,0,1,1,1,29,56772253,Substitution - Single,56134421,Purple Disco Machine feat. Kungs,https://www.musixmatch.com/lyrics/Purple-Disco-Machine-Kungs/Substitution?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Purple-Disco-Machine-Kungs/Substitution/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-03-31T04:24:50Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
33,260573551,Gimme Love,[],81,162078413,0,0,1,1,1,29,58009980,Gimme Love,55664550,Sia,https://www.musixmatch.com/lyrics/Sia/Gimme-Love?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Sia/Gimme-Love/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-09-17T17:10:07Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
34,93194793,Murder On the Dancefloor,[],99,1540946,0,1,1,1,1,702,21474245,Read My Lips,13066,Sophie Ellis-Bextor,https://www.musixmatch.com/lyrics/Sophie-Ellis-Bextor/Murder-on-the-Dancefloor?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Sophie-Ellis-Bextor/Murder-on-the-Dancefloor/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-06-09T12:09:03Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
35,272452143,Naiv,[],6,169583591,0,0,1,1,0,0,61128369,Naiv,44051630,Marie Reim,https://www.musixmatch.com/lyrics/Marie-Reim/Naiv?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Marie-Reim/Naiv/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-20T22:07:15Z,[]
36,272451645,Beautiful Things,[],99,169583464,0,0,1,1,1,3,61128291,Beautiful Things - Single,51203092,Benson Boone,https://www.musixmatch.com/lyrics/Benson-Boone/Beautiful-Things?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Benson-Boone/Beautiful-Things/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-19T17:07:32Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
37,261289852,Tausende mehr,[],11,162698002,0,0,1,1,0,0,58251470,Gegengewicht,45629880,Florian Künstler,https://www.musixmatch.com/lyrics/Florian-K%C3%BCnstler/Tausende-mehr?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Florian-K%C3%BCnstler/Tausende-mehr/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-11-02T18:35:42Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
38,268604186,Always Remember Us This Way,[],76,167426108,0,0,1,1,0,0,60252167,Always Remember Us This Way - Single,58095366,DJ Tons,https://www.musixmatch.com/lyrics/DJ-Tons-1/Always-Remember-Us-This-Way?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/DJ-Tons-1/Always-Remember-Us-This-Way/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-12-12T15:09:18Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
39,267729945,Thank You (Not So Bad),[],78,167175516,0,0,1,1,0,4,60192434,Thank You (Not So Bad) - Single,58062958,"Dimitri Vegas & Like Mike feat. Tiësto, Dido, W&W, Dimitri Vegas & Like Mike",https://www.musixmatch.com/lyrics/Dimitri-Vegas-Like-Mike-Ti%C3%ABsto-Dido-W-W-Dimitri-Vegas-Like-Mike/Thank-You-Not-So-Bad?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Dimitri-Vegas-Like-Mike-Ti%C3%ABsto-Dido-W-W-Dimitri-Vegas-Like-Mike/Thank-You-Not-So-Bad/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-11-30T17:25:54Z,"[{'music_genre': {'music_genre_id': 17, 'music_genre_parent_id': 34, 'music_genre_name': 'Dance', 'music_genre_name_extended': 'Dance', 'music_genre_vanity': 'Dance'}}]"
40,260202877,Hässlich,[],77,161800933,0,0,1,1,0,12,57915206,Schwarzes Herz,48337699,AYLIVA,https://www.musixmatch.com/lyrics/AYLIVA/H%C3%A4sslich?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/AYLIVA/H%C3%A4sslich/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2023-11-01T22:32:59Z,"[{'music_genre': {'music_genre_id': 18, 'music_genre_parent_id': 34, 'music_genre_name': 'Hip Hop/Rap', 'music_genre_name_extended': 'Hip-Hop/Rap', 'music_genre_vanity': 'Hip-Hop-Rap'}}]"
41,271405977,Can't Get Enough,[],78,168835177,0,1,1,1,0,2,60791164,This Is Me...Now,33491975,Jennifer Lopez,https://www.musixmatch.com/lyrics/Jennifer-Lopez/Can-t-Get-Enough?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,https://www.musixmatch.com/lyrics/Jennifer-Lopez/Can-t-Get-Enough/edit?utm_source=application&utm_campaign=api&utm_medium=Demirro%3A1409621126359,0,2024-01-17T09:06:45Z,"[{'music_genre': {'music_genre_id': 14, 'music_genre_parent_id': 34, 'music_genre_name': 'Pop', 'music_genre_name_extended': 'Pop', 'music_genre_vanity': 'Pop'}}]"
