,track_id,track_name,artist_name,lyrics
10,265238573,When We Were Young (The Logical Song),David Guetta feat. Kim Petras,"When we were young
It seemed that life was so wonderful
A colorful miracle
Remember how everything was so beautiful?

I miss the old days when the skies were blue
I miss the long nights stayin' up with you
I miss the summer 'cause we were in it together

I miss my hometown, don't you miss it too?
Drivin' to nowhere, nothing else to do
I miss the old days, I wish they lasted forever

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
11,263034414,I'll Be There,Robin Schulz feat. Rita Ora & Tiago PZK,"Circles, keep running in circles
Feels like every dream you've ever had just slowly fades away
Hopeless, some days feel so hopeless
Just another day, another struggle, 'nother win to chase

Yeah, I get that sometimes life can bring you down
And you try to win the fight, but you don't know how

Whenever you're falling and you don't know where you're going
Even if your wings are broken, soon enough, you'll fly again
When everything's failing and your eyes just won't stop raining
Even if your fire's out, then soon enough, you'll burn again

You know in the ups and downs, I'll be there
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
12,266716937,Mess It Up (Purple Disco Machine Remix),The Rolling Stones,"You think I'll mess it up, mess it up, mess it up all for you
You think I'll mess it up, mess it up, mess it up all for you

You stole my numbers, you stole my codes
You took my keys, and then you nicked my phone
Seduced my landlord, broke in my home
Don't get excited, why don't you leave me alone?

You think I'll mess it up, mess it up, mess it up all for you
You think I'll mess it up, mess it up, mess it up all for you
You think I'm really, really, really gonna really make your dreams come true
Yeah, you say you really, really, really, really wanna hear the truth, oh
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
13,263062707,Cynical,twocolors feat. Safri Duo & Chris de Sarandy,"I wish that I was someone you need now
Wanna know how you'll be happy again
I'm not someone who always speaks out
Now I see our memories through the rain

Night and day, I still wanna dance in your parade
But you change your lane, I know you now

You're lost in your own crowd, it's time to figure out
We sit in silence, I wish you'd say it loud
Are you in or are you out? It's time to tell me now
I can't keep hiding, I just wanna be found

It's time for you to let me go
Please don't ever let me know
In time for you to let me go
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
14,133470754,Oh L'Amour,Erasure,"Oh l'amour
Broke my heart
Now I'm aching for you
Mon amour
What's a boy in love
Supposed to do?

Looking for you
You were looking for me
Always reaching for you
You were too blind to see

Oh, love of my heart
Why leave me alone?
I'm falling apart
No good on my own

Oh l'amour
Broke my heart
And now I'm aching for you
Mon amour
What's a boy in love
Supposed to do?

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
15,260357378,Prada,cassö feat. RAYE & D-Block Europe,"'Bout to take my lady Selfridges
New drip on the way, uh-huh
Rap nigga still sellin' bricks
Half a cake on the way, uh-huh
Take a flight, she wanna take a Lyft
For the molly man, he's on the way, uh-huh
I might take her The Shard, I might take her The Ritz
It don't matter, baby, I'm straight, uh-huh

I feel like I'm in Prince's house
Purple paint all on the walls, uh-huh
Sittin' down on this fancy couch
And I can't see straight, I'm a state, uh-huh
22, I'm in Paris, baby
Got a strippers tits in my face, uh-huh
Pull up in a Bentley
I want Christian, I want Fendi

I want Prada
Ooh, ooh, ooh
I already make that paper
I don't need to chase no clout, wow
I don't usually pipe up
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
16,271094307,"Du, Du, Du",Beatrice Egli,"Ich werde schwach und sag
Du Du Du
Machst mit mir heut Nacht kein
Auge zu
Was du auch willst
Wir können's
Tun tun tun
Das hier ist keine Lüge
Das sind echte Gefühle

Ich hab dich tanzen gesehen
Wie du dich bewegst
Will doch nur wissen wie du heißt

Wie könnt ich wiederstehen
Hast mir mein Kopf verdreht
Aber was ist schon dabei

Nein es tut mir nicht leid
Weil ich's genau so mein
Ich red es mir nicht ein
Das hier ist keine Lüge
Das sind echte Gefühle

Ich werde schwach und sag
Du Du Du
Machst mit mir heut Nacht kein
Auge zu
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
17,272502668,Dance You Outta My Head,Cat Janice,"(Dance you outta my)
Walking the moon
And I'm glowing like a million fireflies, mm
A diamond don't glitter half as much as my body tonight
Oh, oh, oh
I catch a glimpse of your face in the neon
Suddenly, begging please, set me free from

Your eyes, your touch
History, secret crush I've gotta hide-ide-ide-ide
You wanna take it away
Wanna dance instead
Get you outta my head

This is getting
Comp-complicated
It's a mess for the ages
When you're feeling a feeling inside
Dancing on the edge of disaster
Makes my heart beat faster
And the feeling, the feeling ain't right

And so I've gotta dance you outta my head
Gonna dance you outta my head
Gonna dance you outta my head
Gonna dance you outta my head
Dance you outta my head
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
18,260294915,Strangers,Kenya Grace,"Uh-huh, uh-huh, uh
Uh-huh, uh-huh, uh
Uh-huh, uh-huh, uh
Uh-huh, uh-huh

Always ends the same
When it was me and you
But every time I meet somebody new
It's like déjà vu (déjà vu)
I swear they sound the same
It's like they know my skin
Every word they say sounds just like him
And it goes like this

We'll get in your car and you'll lean to kiss me
We'll talk for hours and lie on the backseat
Uh-huh, uh-huh, uh
Uh-huh, uh-huh
And then one random night when everything changes
You won't reply and we'll go back to strangers
Uh-huh, uh-huh, uh
Uh-huh, uh-huh, uh

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
19,271425994,Waking Up,Felix Jaehn feat. Leony,"Wakin' up
My feelings like my liquor bottled up
It's 10 a.m., don't think I can get up
I need to get on top of all this stuff

Want to know what's on my mind
It's like an empty space, got tired eyes
Oh-oh, day and night
Oh, day and night

Want to know what's on my mind
It's like an empty space, got tired eyes
Oh-oh, day and night
Oh, day and night
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
20,271431839,Love Hurt Repeat (feat. Mae Muller),Alle Farben feat. Lewis Thompson & Mae Muller,"I like the pain
Am I addicted to the games that we play?
I like the feeling of the highs and the lows
It's like my heart don't even beat 'til it's broke

It goes around and around, builds me up, tears me down
But I'll do it all over again
And so when I hear you say that you just need your space, it's okay
I'm used to wa-wa-walkin' away

Feels like I've been here before like a thousand times
You could fill a river up with the tears I've cried
Yeah, it always goes so wrong when it feels so right
'Cause every time it goes like

""Love, hurt, repeat, love, hurt"", it goes like
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
21,271498692,Alte Liebe rostet nie,Kerstin Ott,"Stand by me Oh, stand by me

Ich schmeiß' für dich noch eine Münze in die Jukebox Und sie spielt unser Lied die ganze Nacht (And the moon—)
Und die Zeit vergeht im Flug, doch wir bleiben wach (So, darlin', darlin') Und dann fühlt sich alles an genau wie früher
Wir haben's einfach viel zu lang nicht mehr gehört Auf einmal ist das Gefühl da, dass die Welt uns gehört (So, darlin', darlin')

Alte Liebe rostet nie (Stand by me, stand by me) Gеnau diese Melodiе (Stand by me) Bringt uns zurück zum ersten Tanz, zum allerersten Kuss
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
22,272270005,"yes, and?",Ariana Grande,"Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Gonna be at, I know, gonna be at the door

Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Gonna be at, I know, gonna be at the door

Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Dancing on, I keep, I keep, I keep, I keep, I keep, I keep
Dancing on, I keep, I keep, I keep, I keep, I keep, I keep

In case you haven't noticed
Well, everybody's tired
And healin' from somebody
Or somethin' we don't see just right

Boy, come on, put your lipstick on (no one can tell you nothin')
Come on and walk this way through the fire (don't care what's on their mind)
And if you find yourself in a dark situation
Just turn on your light and be like

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
23,265354193,Mwaki,Zerb feat. Sofiya Nzau,"Na Niguo Muthee Akoraguo Mwaki
Na Niajirite Digakuhikie
Anyona Muci Niakurakara
Nake Arakara We Dahotagaaa

No Oooo No Ooooo Nouthamire

Mwanake,mwanake Naooo. Naothamire
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
24,40179830,Gute Freunde kann niemand trennen,Franz Beckenbauer,"Gute Freunde kann niemand trennen
Gute Freunde sind nie allein
Weil sie eines im Leben können
Füreinander da zu sein

Gute Freunde kann niemand trennen
Gute Freunde sind nie allein
Weil sie eines im Leben können
Füreinander da zu sein

Lass doch die andern reden
Was kann uns schon geschehen?
Wir werden heut und morgen
Nicht auseinander gehen

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
25,262578120,greedy,Tate McRae,"(Woo!)

He said, ""Are you serious? I've tried, but I can't figure out
I've been next to you all night and still don't know what you're about
You keep ta- (ta-ta-), talkin', but not much comin' out your mouth
Can't you tell that I want you?"" I say, ""Yeah""

I would want myself, baby, please, believe me
I'll put you through hell just to know me, yeah-yeah
So sure of yourself, baby, don't get greedy
That shit won't end well, no, it won't end well
(Uh-uh, uh-uh-uh, uh-uh) (woo)

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
26,272452285,Alors On Danse,Revolverheld,"Sind alt und weiß mit Sonnenbrand
Rasenmäh'n am rechten Rand
Gender:innen, wir sind dagegen
NATO und Papst hab'n uns gesegnet
Sind gerne unter unsresgleichen
Wie in den guten alten Zeiten
Es müssen klare Grenzen her

Gerne direkt am Mittelmeer
Im CLS fühl'n wir uns frei
Zweihundert fahr'n auf der A3
Tempolimit kann noch warten
Kunstschnee fällt in Berchtesgadеn
Steh'n für Qualitätsexporte
Jägеrschnitzel, Döner-Morde
Erinnerungs- und Leitkultur
Übergriffig, stolz und stur
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
27,265238709,The Feeling,Lost Frequencies,"We're dancing, baby, under open skies
My heart is crazy, it tells me you're the one
I should run
And the feeling goes on

Yeah, we fly into the night and fight the break of dawn
We're sipping on our highs, tomorrow we are gone
I should run
And the feeling goes on

And the feeling goes on, and on, and on
And the feeling goes on, and on, and on
Come away tonight, only you and I
And the feeling goes on, and on, and on

And the feeling goes on, and on, and on
And the feeling goes on, and on, and on
Come away tonight, only you and I
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
28,260316042,Paint The Town Red,Doja Cat,"By
Walk on by
Walk on by
Walk on by
Walk on by

Yeah, bitch, I said what I said
I'd rather be famous instead (walk on by)
I let all that get to my head
I don't care, I paint the town red (walk on by)
Bitch, I said what I said
I'd rather be famous instead (walk on by)
I let all that get to my head
I don't care, I paint the town red (walk on by)

Mm, she the devil
She a bad lil' bitch, she a rebel (walk on by)
She put her foot to the pedal
It'll take a whole lot for me to settle (walk on by)
Mm, she the devil
She a bad lil' bitch, she a rebel (walk on by)
She put her foot to the pedal
It'll take a whole lot for me (yeah) to settle (walk on by)

Yeah, said my happiness is all of your misery
I put good dick all in my kidneys (walk on by)
This Margiel' don't come with no jealousy
My illness don't come with no remedy (walk on by)
I am so much fun without Hennessy
They just want my love and my energy (walk on by)
You can't talk no shit without penalties
Bitch, I'm in yo' shit if you send for me (walk on by)

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
29,260205431,Flowers,Miley Cyrus,"We were good, we were gold
Kinda dream that can't be sold
We were right 'til we weren't
Built a home and watched it burn

Mmm, I didn't wanna leave you, I didn't wanna lie
Started to cry, but then remembered I

I can buy myself flowers
Write my name in the sand
Talk to myself for hours
Say things you don't understand
I can take myself dancing
And I can hold my own hand
Yeah, I can love me better than you can

Can love me better, I can love me better, baby
Can love me better, I can love me better, baby

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
30,73484473,Danger,BTS,"Yo in Danger
Yo in Danger
Yo in Danger
Yo in Danger

핸드폰은 장식
나남친이 맞긴 하니? I'm Sick
왜 숙제처럼표현들을 미뤄
우리 무슨 비즈리스? 아님내가싫어?
덩 덩 디기덩덩
좀살가워져라 오늘도또 주문을빌어

우린 평행선,
같은 곳을 보지만 너무 다르지
난 너밖에없는데
왜 너 밖에 있는 것만 같은지
꽁하면 넌 물어 ""삐졋니?""
날 삐치게했던 적이나 있었니
넌 귀요미, 난 지뭇미
생기길 니가 더 사랑하는 기적이

넌 내가 없는데 난 너로 가득해
미칠 것 가타
근데 왜 이러는데 왜 바보를 만들어
나이제 경고해 헷갈리게 하지마

장난해 너 도대체 내가 뭐야
만만해 uh 날갖고 노는거야
너 지금위엄해 왜 나를 시험해
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
31,272421728,One Eyed Bastard,Green Day,"I'm makin' an offer that you cannot deny
You won't be laughin' when I'm makin' you cry
'Cause, ay-oh!
I hear the pleas get louder
You son of a bitch, you're gonna beg and cower

Vendetta is a friend of mine
Revenge is sweeter than wine
I never asked to hear your goddamned feelings
Get on your knees when you are kissin' my ring

Bada bing, bada bing, bada boom
Bada bing, bada bing, bada boom
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
32,254838106,Substitution,Purple Disco Machine feat. Kungs,"(Ooh) been lookin' for a substitution
(Ooh) healin' my heart's confusion
(Ooh) been lookin' for a substitution
But there ain't no one replacing you

Am I high or low? Am I bipolar?
Need another you to shake it, shake it
Oh, I love that face, perfect stranger
'Cause I could use someone to shake it, shake it

But I know that I can't get you outta my head
And I know I can't numb you away
Yeah, I know when I wake up with her instead
No, there ain't no one replacing you
No, there ain't no one replacing you

(Ooh) been lookin' for a substitution
(Ooh) healin' my heart's confusion
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
33,260573551,Gimme Love,Sia,"You don't wanna dance with me
But, babe, that's what I need
Please now, just this once
Dance, babe, dance, baby
You don't wanna sing with me
But, babe, that's what I need
Please now, just this once

Sing, baby, yeah
La-la, la, la
Sing, baby

La-la, la, la, da, la

Come now, do this just for me, yeah
I don't ask for much
Gimme love, gimme love, gimme love, baby
(Gimme love, gimme love, gimme love)
Oh, please now, do this just for me, yeah
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
34,93194793,Murder On the Dancefloor,Sophie Ellis-Bextor,"It's murder on the dance floor
You'd better not kill the groove
DJ, gonna burn this goddamn house right down

Oh I know, I know, I know, I know, I know, I know, I know
About your kind
And so, and so, and so, and so, and so, and so, and so
I'll have to play

If you think you're getting away
I will prove you wrong
I'll take you all the way
Boy, just come along
Hear me when I say
Hey

It's murder on the dance floor
But you'd better not kill the groove
Hey, hey
It's murder on the dance floor
But you'd better not steal the moves
DJ, gonna burn this goddamn house right down

Oh I know, I know, I know, I know, I know, I know, I know
There may be others
And so, and so, and so, and so, and so, and so, and so
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
35,272452143,Naiv,Marie Reim,"Für dich bin ich wieder naiv
Denn deine Blicke gehen so tief
Heute Nacht für eine Nacht bin ich wieder verliebt

Es ist wieder so weit, hast meine Bilder geliked
Und schreibst, du wärst jetzt gerne bei mir
Ich fall wieder drauf rein, wir chatten nachts bis um drei
Ich klick auf ""Standort teilen"" mit dir

Denn du hast gesagt, dein Herz wäre frei
Und es ist wirklich aus mit ihr
Der Ring an der Hand bedeutet dir nichts
Verdammt, wieso glaub ich dir?

Für dich bin ich wieder naiv
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
36,272451645,Beautiful Things,Benson Boone,"For a while there it was rough
But lately, I've been doin' better
Than the last four cold Decembers I recall

And I see my family every month
I found a girl my parents love
She'll come and stay the night
And I think I might have it all

And I thank God every day
For the girl he sent my way
But I know the things he gives me
He can take away
And I hold you every night
That's a feeling I wanna get used to
But there's no man as terrified
As the man who stands to lose you
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
37,261289852,Tausende mehr,Florian Künstler,"Du bist nicht allein, da sind Tausende mehr
Wir liegen nachts wach, unsre Köpfe sind schwer
Das ist nicht für immer, das ist nur temporär
Du bist nicht allein, da sind Tausende mehr

Das Mutigste, was ich je tat
War nach Hilfe zu fragen
Der Weg dahin war so hart
Hatte Steine im Magen

Hatte Angst, nach draußen zu geh'n
Dass alle seh'n, wie traurig ich bin
""Ich schaff das allein"", war mein Mantra
Doch das hier war irgendwie anders

Dachte, nur mir geht's so
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
38,268604186,Always Remember Us This Way,DJ Tons,"One, two
One, two, three, let's go

Clap-clap-clap, clap your hands
Get funky with it
Clap-clap-clap, clap your hands
Let's go to work

Clap-clap-clap, clap your hands
Get funky with it
Clap-clap-clap, clap your hands
Let's go to work

That Arizona sky
Burnin' in your eyes
You look at me and babe, I wanna catch on fire
It's buried in my soul
Like California gold
You found the light in me that I couldn't find

So when I'm all choked up and I can't find the words
Every time we say goodbye, baby, it hurts
When the sun goes down
And the band won't play
I'll always remember us this way

One, two
One, two, three, let's go

Clap-clap-clap, clap your hands
Get funky with it
Clap-clap-clap, clap your hands
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
39,267729945,Thank You (Not So Bad),"Dimitri Vegas & Like Mike feat. Tiësto, Dido, W&W, Dimitri Vegas & Like Mike","My tea's gone cold, I'm wondering why
I got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be gray
But your picture on my wall
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
40,260202877,Hässlich,AYLIVA,"Ich hab nie geseh'n, wie du aussiehst
Nichts passt von dem, was du anziehst
Und die Art, wie du lachst
Geht mir richtig auf den Sack

Und ich weiß, du bleibst da, wo du bist
Während alles um dich sich weiterdreht
Aber, aber, aber du

Kennst kein Gleichgewicht
Hältst nichts fest, was dir wichtig ist
Glaub mir, ich vermiss dich nicht
Glaub mir, ich vermiss dich nicht

Hab dich so geliebt, aber ich
Find, ohne mich siehst du einfach so hässlich aus
So hässlich aus, Babe

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
41,271405977,Can't Get Enough,Jennifer Lopez,"I just wanna
I just feel like, ooh
Every time I see ya
I just ooh, hey

I feel like startin' something
You got my engine runnin'
You got the keys to turn me on and on
You got me acceleratin' I want to celebrate it
Can't nothing take me out my zone
It's on

When it feels right nothing else matters
Is this real life too good to be true
Take me all night
I can feel the passion in your eyes
I'm still in love with you

You know I can't get enough (I love that shit)
You know I can't get enough (you love that shit)
You know I can't get enough (give me all that shit)
Can't get enough

...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
42,117049328,Con te partirò,Jonas Kaufmann feat. Orchestra del Teatro Massimo di Palermo & Asher Fisch,"Quando sono solo sogno all'orizzonte e mancan le parole
Sì, lo so che non c'è luce in una stanza quando manca il sole
Se non ci sei tu con me, con me
Su le finestre, mostra a tutti il mio cuore che hai acceso
Chiudi dentro me la luce che hai incontrato per strada

Con te partirò
Paesi che non ho mai
Veduto e vissuto con te
Adesso sì li vivrò
Con te partirò
Su navi per mari che, io lo so
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
43,253292113,ALL IN (Lieblingslieder),Fäaschtbänkler,"Komm, wir geh'n, komm, wir geh'n nie wieder
Sie spielen schon wieder unsre Lieblingslieder
All in, all in, aufs Leben
Diesen Moment wird es nur einmal geben

Auf die Freundschaft, auf die Liebe
Alles all in
Auf alle Farben im Universum
Alles all in

Komm, wir geh'n, komm, wir geh'n nie wieder
Sie spielen schon wieder unsre Lieblingslieder
All in, all in, aufs Leben
Diesen Moment wird es nur einmal geben

Auf die Freundschaft, auf die Liebe
Alles all in
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
44,165423184,Moin Moin Hamburg,Die Hamburger Goldkehlchen,"Hamburg, die schönste Stadt der Welt
So stolz und prachtvoll stehst du einfach da
Hamburg, du bist, was wirklich zählt
Du bist mein Glanz, bist meine Gloria
Hamburg, so alt und doch so neu
Kein Tag an dem ich nicht mal an dich denke
Oh Hamburg, ich bin dir ewig treu
Nur du kannst mir die Heimatliebe schenken

Moin, moin Hamburg, meine Perle
Ich mag dich so derbe gerne
Deine Menschen, dein Geklön, so wunderschön (moin, moin)
Moin, moin Hamburg, deine Straßen
Ordentlich Wasser, was ein Hafen
Und in 100 Jahren werd ich nicht von dir geh'n

Hamburg, du bist manchmal so kalt
Doch deine Leute wärmen mich schnell auf
Hamburg, mit dir werd ich gern alt
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
45,102043608,Unstoppable,Sia,"All smiles, I know what it takes to fool this town
I'll do it 'til the sun goes down
And all through the nighttime
Oh, yeah
Oh, yeah, I'll tell you what you wanna hear
Leave my sunglasses on while I shed a tear
It's never the right time
Yeah, yeah

I put my armor on, show you how strong I am
I put my armor on, I'll show you that I am

I'm unstoppable
I'm a Porsche with no brakes
I'm invincible
Yeah, I win every single game
I'm so powerful
I don't need batteries to play
I'm so confident
Yeah, I'm unstoppable today

Unstoppable today
Unstoppable today
Unstoppable today
I'm unstoppable today
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
46,30413216,Happy Birthday,Stevie Wonder,"You know it doesn't make much sense
There ought to be a law against
Anyone who takes offense
At a day in your celebration 'cause we all know in our minds

That there ought to be a time
That we can set aside
To show just how much we love you
And I'm sure you would agree
What could fit more perfectly
Than to have a world party on the day you came to be

Happy birthday to you
Happy birthday to you
Happy birthday
Happy birthday to you
Happy birthday to you
Happy birthday

I just never understood
How a man who died for good
Could not have a day that would
Be set aside for his recognition

Because it should never be
Just because some cannot see
The dream as clear as he
That they should make it become an illusion

And we all know everything
That he stood for time will bring
For in peace, our hearts will sing
Thanks to Martin Luther King
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
47,35084921,Sarà Perché Ti Amo,Ricchi E Poveri,"Che confusione
Sarà perché ti amo
È un'emozione
Che cresce piano piano
Stringimi forte e stammi più vicino
Se ci sto bene
Sarà perché ti amo

Io canto al ritmo del dolce tuo respiro
È primavera
Sarà perché ti amo
Cade una stella
Ma dimmi dove siamo
Che te ne frega
Sarà perché ti amo

E vola vola si sa
Sempre più in alto si va
E vola vola con me
Il mondo è matto perché
E se l'amore non c'è
Basta una sola canzone
...

******* This Lyrics is NOT for Commercial use *******
(1409621126359)"
48,268416067,3 Haselnüsse,Jaques Raupé feat. Felix Harrer,
